block_number,timestamp,owner_address,token_symbol,token_address,token_amount,last_event
10214319,2022-04-20 21:59:07,0xfba206e73709f614e5a85aff27a98692d4f3c579,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-51848.835962,Interest
10214319,2022-04-20 21:59:07,0xfb6d85db337b886b165011047c76fd051d07fc35,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0.030826,Interest
10214319,2022-04-20 21:59:07,0xfb5c1bfd82100b58e98a45e23dc6756ae24c0615,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0.021737,Interest
10214319,2022-04-20 21:59:07,0xfad65bf5eee5e092833120fd45c23ea910851b2b,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-7500.0,Interest
10214319,2022-04-20 21:59:07,0xfa82b4faa4111e64032379d1c9269c256b5e79d0,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,5.0,Interest
10214319,2022-04-20 21:59:07,0xfa670a8c67668f788e5cb4d5a93fe419b4162886,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,1.1e-05,Interest
10214319,2022-04-20 21:59:07,0xfa610f8304909a90b1760cf8b50cc1fde6ea1f5c,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,10.157454,Interest
10214319,2022-04-20 21:59:07,0xfa2e729ad94f81cb546ad1198c7ed2026e31e2df,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0.000192,Interest
10214319,2022-04-20 21:59:07,0xf9b26398731b85665c9dcafbe860097adaf1239c,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-34500.0,Interest
10214319,2022-04-20 21:59:07,0xf99c14133168d8c3d9207013ea3e4fe51daa6927,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-0.000617,Interest
10214319,2022-04-20 21:59:07,0xf9651993c68c9833132e61f2230cc53bb5b97dbf,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,50.0,Interest
10214319,2022-04-20 21:59:07,0xf943b430be2f9eb0d9ba3baec503e092a51fbd83,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-1e-06,Interest
10214319,2022-04-20 21:59:07,0xf93149a12a2e4f9e4e9698f7b1f5008b09d45cd5,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-4188.029324,Interest
10214319,2022-04-20 21:59:07,0xf8da21c15d699de1dc45798c8a20ac961bfc7f44,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-1e-06,Interest
10214319,2022-04-20 21:59:07,0xf8b8193d01f706cc23074a3b9b0dccff6813964e,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-0.000128,Interest
10214319,2022-04-20 21:59:07,0xf8709ee6a525be2e3419aa652ca25521c33f4c35,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,599.307799,Interest
10214319,2022-04-20 21:59:07,0xf8215d19c831f71f1f9b7177c71f11aa4406a081,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,300.0,Interest
10214319,2022-04-20 21:59:07,0xf80a30cb7af0e09f883db0f5ec3b6eff3a5066c7,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-0.015196,Interest
10214319,2022-04-20 21:59:07,0xf7b18e107eb36797f4ce36de756630b9c30969ad,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-2200.0,Interest
10214319,2022-04-20 21:59:07,0xf7a0dede29b15c25a6ac9557beee6a393eced3e1,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,159.782307,Interest
10214319,2022-04-20 21:59:07,0xf77c2edf54a438c83cf10efa9a74847040b17baa,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,5.189488,Interest
10214319,2022-04-20 21:59:07,0xf725cc2b6ec42fc500f85e82a4ba6289f65354fb,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-99.0,Interest
10214319,2022-04-20 21:59:07,0xf6af4de43f072a1cf277fe6abc298b4e3726a506,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,311.355229,Interest
10214319,2022-04-20 21:59:07,0xf64469644e2e8eed55ec9cf63aebda52ef8e178a,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,4137.415797,Interest
10214319,2022-04-20 21:59:07,0xf625325166f9a977749c4f0ea3696ea5896b8c51,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,8e-06,Interest
10214319,2022-04-20 21:59:07,0xf5d8d58dc58ec7a8ea06af36cb9668e4fc4edb13,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,2e-05,Interest
10214319,2022-04-20 21:59:07,0xf5bce02e24313618ed2e8318dee2b86bf53cd53c,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-0.018001,Interest
10214319,2022-04-20 21:59:07,0xf57582fb11a04af58f5ac403376107bec157005b,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-384.0,Interest
10214319,2022-04-20 21:59:07,0xf55ce117cbc8b8580710af677648eb4e87cc7abb,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-1200.30504,Interest
10214319,2022-04-20 21:59:07,0xf5006df95ca04e9e5f39fa3289f58faea4fc5378,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,1062.456621,Interest
10214319,2022-04-20 21:59:07,0xf4f9d1557529de7c72b146b1fa5ef8758bd28dd9,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-1e-06,Interest
10214319,2022-04-20 21:59:07,0xf4cae903dc1698bb309c650685f69cd84b45bc3c,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-1598.69,Interest
10214319,2022-04-20 21:59:07,0xf4aab168a6b9810cd3aef2c45c14dbe241c3d7ef,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,100.0,Interest
10214319,2022-04-20 21:59:07,0xf441cded63da41d67d0e8608e19534b9c0038b4e,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,1000.0,Interest
10214319,2022-04-20 21:59:07,0xf4244e4d3775eb0ecb424e6fa1dd8c5501130a20,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,10.0,Interest
10214319,2022-04-20 21:59:07,0xf358dd405e62ec8d6f5a090e297a9dfd2fc4cd82,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,6.807185,Interest
10214319,2022-04-20 21:59:07,0xf32ce2ef2c4284b1cc94c7c5f15d803d1feb0772,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,692.094212,Interest
10214319,2022-04-20 21:59:07,0xf2fc3ef6f68ec973485175912418ad246aa9dc7f,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,5.416238,Interest
10214319,2022-04-20 21:59:07,0xf2fb34c4323f9bf4a5c04fe277f96588dde5316f,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-12000.0,Interest
10214319,2022-04-20 21:59:07,0xf2f6225962e7b1098d10f8b421b0c31936c7dcd2,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,149855.956565,Interest
10214319,2022-04-20 21:59:07,0xf2d5c3bef55534ade66e91be2ba8c46e2ddd1bee,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0.006665,Interest
10214319,2022-04-20 21:59:07,0xf2be4100b1972c33393e2d634a1e783fb8e8a4bd,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-47.433364,Interest
10214319,2022-04-20 21:59:07,0xf2bbf06a3af1a1388ab4f0aaa5871b7152740d96,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,50621.392611,Interest
10214319,2022-04-20 21:59:07,0xf253f56f5b8118e9d28cc8dda7316761f4a85fc4,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-28.527871,Interest
10214319,2022-04-20 21:59:07,0xf24baaa689777ef7679ae8fde5aebe66e2b49b4b,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-14968.317981,Interest
10214319,2022-04-20 21:59:07,0xf20b49c6eb5d46ea3d71acf5fdd271152d9c0301,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,113.642807,Interest
10214319,2022-04-20 21:59:07,0xf1f93a88f08926a5158a0355f142dbbacebf399b,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,100.0,Interest
10214319,2022-04-20 21:59:07,0xf15e37f217a2eb15f55c9762e4256521e3a72d64,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-13.902376,Interest
10214319,2022-04-20 21:59:07,0xf0e0d3dafbb10a6e622a2985482c4c1df793cb73,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,5000.0,Interest
10214319,2022-04-20 21:59:07,0xf0cb696c0225d7756bffedf79931e5a61379b676,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,150.0,Interest
10214319,2022-04-20 21:59:07,0xf0bd3efdd6cc52aa743153d186fb0f06208204ce,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,500.0,Interest
10214319,2022-04-20 21:59:07,0xf0ae7f58585eb5dc1dbdcb764ccbddfd6a1407d1,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-0.055716,Interest
10214319,2022-04-20 21:59:07,0xf09efeac61338777fa3828cc2d651ab53b7b90aa,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0.0,Interest
10214319,2022-04-20 21:59:07,0xf0772eb66bdb39a953273ab1f8a5a086db247d3a,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,124.620288,Interest
10214319,2022-04-20 21:59:07,0xf023d9b047243b911e132e4b5877b5f09b8b66b9,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,1132.141131,Interest
10214319,2022-04-20 21:59:07,0xefe586d55138561b1b3c329e4b117d9951a4275c,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-299.963059,Interest
10214319,2022-04-20 21:59:07,0xefe39aff7c2d1330d1d954e584de9145bd8b93bb,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,1.4e-05,Interest
10214319,2022-04-20 21:59:07,0xefa550c85f2c245b3df7fcff4b6aa97d8bffc2b2,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,1051.403907,Interest
10214319,2022-04-20 21:59:07,0xef71a6bddf3da91d64428a94b4f270b6a593f614,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,1.2,Interest
10214319,2022-04-20 21:59:07,0xeeb81557976443af092b9702877cbedf1a235794,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,100.0,Interest
10214319,2022-04-20 21:59:07,0xee91da19b5202b49ea919b4886e2d8ef9e024662,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-8.846034,Interest
10214319,2022-04-20 21:59:07,0xee626c28aaea062f31d87f3c3d3c1e171d4e3dcb,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,1.0,Interest
10214319,2022-04-20 21:59:07,0xee2eb8f0345cf6a5086a038f419f5abf5bfe439f,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-1e-06,Interest
10214319,2022-04-20 21:59:07,0xee24226f40e2fd5f528e98ad12c1622bb9186192,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,20.0,Interest
10214319,2022-04-20 21:59:07,0xee0942a2943237f67590f6cb85f96218502bde2f,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-1e-06,Interest
10214319,2022-04-20 21:59:07,0xed654c3893a0ac3e6299afa21005a05f288bf462,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0.0,Interest
10214319,2022-04-20 21:59:07,0xed517113a9c9fdfadde3ba2015f21cd8b7961f9f,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0.594834,Interest
10214319,2022-04-20 21:59:07,0xed4be68e91c5cc3005519e5356e8e7ac856b5fcc,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-7.7e-05,Interest
10214319,2022-04-20 21:59:07,0xecf561de6a44d428f8f97eef34142956f6aeec17,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,2.0,Interest
10214319,2022-04-20 21:59:07,0xec8cbab21d13fe452c54abc4d962cc2a0830314a,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-0.254012,Interest
10214319,2022-04-20 21:59:07,0xec5c16f3eaf86a801a3e89201dd39bddd1786cbf,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,25.250252,Interest
10214319,2022-04-20 21:59:07,0xec24fd2bb4749b198f21155a77d3dc0ceb1e9d04,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,7e-06,Interest
10214319,2022-04-20 21:59:07,0xec23d0c626acf1ef2bfa6b6837c7675edcd1458d,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,18240.587378,Interest
10214319,2022-04-20 21:59:07,0xec03dcef143d815ecdda7624ff2781c64075c507,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-1e-06,Interest
10214319,2022-04-20 21:59:07,0xeb076bbf46c7040ee7cba3539135ccc43335e1ae,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,450.0,Interest
10214319,2022-04-20 21:59:07,0xeaf67d47f4c83680ffc330031cafab148ce0e82c,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-1e-06,Interest
10214319,2022-04-20 21:59:07,0xea2a2ac89281d1673e5018f60933970626905285,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,413356.219387,Interest
10214319,2022-04-20 21:59:07,0xea107f6e0c911f8358876054ecf91069ef3ea27c,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,10.0,Interest
10214319,2022-04-20 21:59:07,0xe9ee83812fa9eff257ab4f5f4bbd222a1d32f191,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,394540.201113,Interest
10214319,2022-04-20 21:59:07,0xe999648fae24ec6ede7aaf7f6d33e133a97b8027,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-9000.0,Interest
10214319,2022-04-20 21:59:07,0xe97f8ae88bf83fd3f4e8e64b69f9507ed5495a86,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,100.0,Interest
10214319,2022-04-20 21:59:07,0xe93a437c41ddee88c5f80871071fad42ea207120,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-15000.0,Interest
10214319,2022-04-20 21:59:07,0xe9017c8de5040968d9752a18d805cd2a983e558c,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,2000.0,Interest
10214319,2022-04-20 21:59:07,0xe8f195ce44d386c4d65937f7063bfb613fef1940,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-1510.0,Interest
10214319,2022-04-20 21:59:07,0xe89b5b8ae2db121a9128ac9903627c639bc82f30,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-20000.0,Interest
10214319,2022-04-20 21:59:07,0xe87ea839adc6d28e1aa30198d21a6e3e41717553,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,198.269127,Interest
10214319,2022-04-20 21:59:07,0xe86a457ea63464b794cf9a1038d3d14aff4ef244,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,10096.54978,Interest
10214319,2022-04-20 21:59:07,0xe7ed7b3bd702e0d7cb9c56ebaf8a2fdeaf18f100,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,4.4e-05,Interest
10214319,2022-04-20 21:59:07,0xe7be3b63fcdadb873d69b3ce17967ce211c230b8,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,236834.953473,Interest
10214319,2022-04-20 21:59:07,0xe7a9c882c15288e8fadd3f84127bf89b04df81b3,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,250.0,Interest
10214319,2022-04-20 21:59:07,0xe7a82eab5e849210c50fb91da4c8e6a9791303f0,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0.047408,Interest
10214319,2022-04-20 21:59:07,0xe76d476cb0e126fd4c2a3f64b30eca66718d6cf9,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-1e-06,Interest
10214319,2022-04-20 21:59:07,0xe6a5c296214830d5ab45527b83780aef065e3a2c,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,1.209343,Interest
10214319,2022-04-20 21:59:07,0xe66df4e4dee81045fc7ac4bf7e3a9ff1ca09fd37,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0.0,Interest
10214319,2022-04-20 21:59:07,0xe5cfe750d87dc62d9ebb5ffbd286307ef2c3d67e,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,14392.984822,Interest
10214319,2022-04-20 21:59:07,0xe5b40facbb25b224683254ca0654c4b2a3345381,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-3710.069879,Interest
10214319,2022-04-20 21:59:07,0xe5b118b8923df091448a8eab541eece28f5ffabe,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,94.314375,Interest
10214319,2022-04-20 21:59:07,0xe59457d2599f3a340196dc8f0c8c7498b30fcadb,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,6.9e-05,Interest
10214319,2022-04-20 21:59:07,0xe5845761e7773976055f2559ca54be41f09d9e88,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,79.523185,Interest
10214319,2022-04-20 21:59:07,0xe51b242853126c4dab6a08fdde0caea122eb9dd7,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,5940.456225,Interest
10214319,2022-04-20 21:59:07,0xe4f19fc758baadfea1110f506b1e14af697f4582,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,745.0,Interest
10214319,2022-04-20 21:59:07,0xe4da370173655579a484e25e042d1a1f5dcd709e,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,509.559894,Interest
10214319,2022-04-20 21:59:07,0xe4afb0b6991fdcef9776ba26eab46d350196b156,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,83.153685,Interest
10214319,2022-04-20 21:59:07,0xe48f13b7986c058ecb39e1374c7103a9ad9e6b20,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-1e-06,Interest
10214319,2022-04-20 21:59:07,0xe47532efffb7c6f8ebf61d3c6fd105d26079983e,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,1.85,Interest
10214319,2022-04-20 21:59:07,0xe41a2b194f15aaae7500421ecb71e39c5be26bfd,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-11.544173,Interest
10214319,2022-04-20 21:59:07,0xe3e21e290544471facac5b9fb51127b1a0725710,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0.997573,Interest
10214319,2022-04-20 21:59:07,0xe37fb85e338ef023e8cae0226eefcdf461a87653,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,161.28229,Interest
10214319,2022-04-20 21:59:07,0xe33a7a2a0f06a2b079095a7365de4e466e235e37,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-1e-06,Interest
10214319,2022-04-20 21:59:07,0xe3179d1adea9c5fdca2dc627a0c457cdeb82cf18,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-3300.0,Interest
10214319,2022-04-20 21:59:07,0xe24f106e6906ce90f181891faeba1bd92085f1b0,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,100.0,Supply
10214319,2022-04-20 21:59:07,0xe206bb51032c7052a2571b454343267049f1be65,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,8348.630528,Interest
10214319,2022-04-20 21:59:07,0xe1b893a6164a895436374c34c14f380ae7a439c0,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-100.0,Interest
10214319,2022-04-20 21:59:07,0xe1a29af25dd37d1ad2db9cb47a6536b08fa6a20f,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-6.556172,Interest
10214319,2022-04-20 21:59:07,0xe199fb97006cbeff5e5961ac7b464cb9cdc7588e,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,36.477798,Interest
10214319,2022-04-20 21:59:07,0xe17f6b13d931c4e16d10f9522b68c568c4ab1b9c,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-0.620604,Interest
10214319,2022-04-20 21:59:07,0xe14fc43888632f46571e398b3c7b3d4f577414d3,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-75.732785,Interest
10214319,2022-04-20 21:59:07,0xe0fad0944f16947270960b047791491213e95e07,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,30.311519,Interest
10214319,2022-04-20 21:59:07,0xe081b54925469515fcfe0ee739329c9f4676d062,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,40.0,Interest
10214319,2022-04-20 21:59:07,0xe078a5b4f4ba2aebdc6bc982650ebff06136357b,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-20320.0,Interest
10214319,2022-04-20 21:59:07,0xe065295d5e8482eb9d8d28f314c8c6b7298614af,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,15.0,Interest
10214319,2022-04-20 21:59:07,0xe05aa9703e5129844daddb8d34bf29da5fcec158,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-0.000129,Interest
10214319,2022-04-20 21:59:07,0xe02a38b76afa67d22e6632a7af8f7454fc5f1b3f,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-1e-06,Interest
10214319,2022-04-20 21:59:07,0xe013593cea239e445d2271106836b00c9e7356ae,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,4.001434,Interest
10214319,2022-04-20 21:59:07,0xdff2ca667b3d54f3d03895be420e4661fa941806,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,1075.942447,Interest
10214319,2022-04-20 21:59:07,0xdfe3d5869a59d4967cd5b221291fe8862c8aae28,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-29.82934,Interest
10214319,2022-04-20 21:59:07,0xdfe201cedc41f970d43f95674d6b4be02de784dd,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,176.306499,Interest
10214319,2022-04-20 21:59:07,0xdf84bd25527c156e158499110ffd745282cb6557,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,53867.033422,Interest
10214319,2022-04-20 21:59:07,0xdf57c180ad8d951dd796cd264f11ab23b787884e,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,19.735366,Interest
10214319,2022-04-20 21:59:07,0xdf33f4e48fa2318204fbd5e99d1141950429bb49,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-4000.0,Interest
10214319,2022-04-20 21:59:07,0xdf2ad1aebb9a62a1b8cbbf8d7666a7a8b894178d,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,10.0,Interest
10214319,2022-04-20 21:59:07,0xdeedb18a5a08a6d3622a2fca03c09afb5719280b,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0.368196,Interest
10214319,2022-04-20 21:59:07,0xdeaa11af30c5b1e4ac9b5e293657d615f3b70f77,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-200.0,Interest
10214319,2022-04-20 21:59:07,0xde55f9e8f9afb3a3e9518255961a4ab3f57eeca2,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-5.260669,Interest
10214319,2022-04-20 21:59:07,0xdde3e2024e270d6022d1bb4e8745e9dc6d82e0bc,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-0.020878,Interest
10214319,2022-04-20 21:59:07,0xddd1507b035124b045a9b033aaa351e6940b6761,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,-50.0,Interest
10214319,2022-04-20 21:59:07,0xddc80d3fb833cd1e91e18f841b761e337ad1b25c,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,100.245938,Interest
10214319,2022-04-20 21:59:07,0xddbc6b68a1eccab73dd3f232ae85a73d7fa35b76,USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,13984.329999,Interest
